Multi-channel IV sweep measurement data file. 
Number of NWFETs measured:  6

Channel settings:
Gate channel(SMU 4): 	Start Voltage:	0.700V	Stop Voltage:	1.400V	Voltage steps:	101
Drain channel(SMU 1): 	0.250V
Source channel(SMU 2): 	0.000V

Measurement comments:




IV data for [NW12], address [112]

#Vg (V)	Id (A)	Is (A)	Ig (A)

0.994000	3.100000E-10	-3.100000E-10	1.321800E-10
1.001000	3.700000E-10	-3.800000E-10	5.093000E-11
1.008000	4.400000E-10	-4.600000E-10	1.453900E-10
1.015000	5.100000E-10	-5.400000E-10	2.172200E-10
1.022000	6.200000E-10	-6.300000E-10	1.331400E-10
1.029000	7.800000E-10	-7.900000E-10	1.519900E-10
1.036000	8.800000E-10	-9.000000E-10	2.472200E-10
1.043000	1.040000E-9	-1.040000E-9	1.544800E-10
1.050000	1.260000E-9	-1.310000E-9	1.781100E-10
1.057000	1.490000E-9	-1.530000E-9	1.640400E-10
1.064000	1.790000E-9	-1.860000E-9	6.844000E-11
1.071000	2.160000E-9	-2.140000E-9	1.755200E-10
1.078000	2.520000E-9	-2.550000E-9	1.737800E-10
1.085000	3.070000E-9	-3.080000E-9	8.690000E-11
1.092000	3.600000E-9	-3.690000E-9	1.767900E-10
1.099000	4.180000E-9	-4.220000E-9	1.693400E-10
1.106000	4.870000E-9	-4.880000E-9	7.587000E-11
1.113000	5.920000E-9	-5.940000E-9	1.851100E-10
1.120000	6.680000E-9	-6.680000E-9	1.630300E-10
1.127000	7.750000E-9	-8.020000E-9	5.186000E-11
1.134000	9.240000E-9	-9.290000E-9	1.517000E-10
1.141000	1.080000E-8	-1.095000E-8	1.529800E-10
1.148000	1.243000E-8	-1.247000E-8	4.987000E-11
1.155000	1.475000E-8	-1.459000E-8	1.395700E-10
1.162000	1.709000E-8	-1.693000E-8	2.551900E-10
1.169000	1.928000E-8	-1.942000E-8	1.454000E-10
1.176000	2.148000E-8	-2.145000E-8	1.787400E-10
1.183000	2.406000E-8	-2.419000E-8	1.712000E-10
1.190000	2.769000E-8	-2.786000E-8	7.754000E-11
1.197000	3.134000E-8	-3.129000E-8	1.621300E-10
1.204000	3.557000E-8	-3.504000E-8	2.691200E-10
1.211000	3.868000E-8	-3.893000E-8	1.717600E-10
1.218000	4.300000E-8	-4.297000E-8	1.899400E-10
1.225000	4.875000E-8	-4.833000E-8	1.810500E-10
1.232000	5.231000E-8	-5.241000E-8	9.082000E-11
1.239000	5.720000E-8	-5.738000E-8	1.758300E-10
1.246000	6.480000E-8	-6.454000E-8	1.789800E-10
1.253000	7.045000E-8	-7.078000E-8	8.867000E-11
1.260000	7.639000E-8	-7.625000E-8	1.888900E-10
1.267000	8.215000E-8	-8.215000E-8	1.521100E-10
1.274000	9.018000E-8	-9.009000E-8	4.780000E-11
1.281000	9.583000E-8	-9.560000E-8	1.477900E-10
1.288000	1.048500E-7	-1.045000E-7	1.611200E-10
1.295000	1.128800E-7	-1.116900E-7	8.506000E-11
1.302000	1.191300E-7	-1.191600E-7	1.552200E-10
1.309000	1.279700E-7	-1.279800E-7	2.517500E-10
1.316000	1.372500E-7	-1.364300E-7	1.712200E-10
1.323000	1.458700E-7	-1.459100E-7	1.842900E-10
1.330000	1.546600E-7	-1.546900E-7	1.785600E-10
1.337000	1.635800E-7	-1.629800E-7	8.457000E-11
1.344000	1.727900E-7	-1.716100E-7	1.928800E-10
1.351000	1.820500E-7	-1.818700E-7	1.741700E-10
1.358000	1.919900E-7	-1.914800E-7	9.070000E-11
1.365000	2.009700E-7	-2.009400E-7	1.909600E-10
1.372000	2.128900E-7	-2.130100E-7	1.929700E-10
1.379000	2.237900E-7	-2.224600E-7	8.259000E-11
1.386000	2.336300E-7	-2.337800E-7	1.687300E-10
1.393000	2.430100E-7	-2.436200E-7	2.611800E-10
1.400000	2.538200E-7	-2.530300E-7	1.831300E-10

IV data for [NW22], address [118]

#Vg (V)	Id (A)	Is (A)	Ig (A)

0.700000	-4.000000E-11	-4.000000E-11	1.267570E-9
0.707000	-4.000000E-11	-4.000000E-11	7.355900E-10
0.714000	-5.000000E-11	-8.000000E-11	4.395100E-10
0.721000	-7.000000E-11	-4.000000E-11	2.955200E-10
0.728000	-5.000000E-11	-8.000000E-11	3.591900E-10
0.735000	-5.000000E-11	-5.000000E-11	2.222200E-10
0.742000	-5.000000E-11	-4.000000E-11	2.400400E-10
0.749000	-2.000000E-11	-4.000000E-11	1.935100E-10
0.756000	-4.000000E-11	-2.000000E-11	9.645000E-11
0.763000	-5.000000E-11	-3.000000E-11	1.982600E-10
0.770000	-7.000000E-11	-4.000000E-11	1.610500E-10
0.777000	-5.000000E-11	-2.000000E-11	9.680000E-11
0.784000	-7.000000E-11	-2.000000E-11	1.701500E-10
0.791000	-5.000000E-11	-8.000000E-11	1.316000E-10
0.798000	-5.000000E-11	-4.000000E-11	5.051000E-11
0.805000	-4.000000E-11	-6.000000E-11	1.738800E-10
0.812000	-5.000000E-11	-3.000000E-11	1.374100E-10
0.819000	-5.000000E-11	-5.000000E-11	5.742000E-11
0.826000	-4.000000E-11	-5.000000E-11	1.835500E-10
0.833000	-6.000000E-11	-4.000000E-11	1.439300E-10
0.840000	-4.000000E-11	-8.000000E-11	5.922000E-11
0.847000	-5.000000E-11	-6.000000E-11	2.258000E-10
0.854000	-5.000000E-11	-6.000000E-11	1.317900E-10
0.861000	-4.000000E-11	-1.000000E-10	1.215300E-10
0.868000	-1.000000E-11	-1.000000E-10	2.176900E-10
0.875000	-3.000000E-11	-1.000000E-10	1.781700E-10
0.882000	-1.000000E-11	-1.100000E-10	1.698500E-10
0.889000	1.000000E-11	-1.300000E-10	2.178000E-10
0.896000	2.000000E-11	-1.300000E-10	1.535800E-10
0.903000	3.000000E-11	-1.400000E-10	1.735000E-10
0.910000	3.000000E-11	-1.700000E-10	1.541100E-10
0.917000	5.000000E-11	-1.700000E-10	5.546000E-11
0.924000	8.000000E-11	-1.700000E-10	1.619600E-10
0.931000	1.100000E-10	-2.300000E-10	1.418200E-10
0.938000	1.400000E-10	-2.300000E-10	5.506000E-11
0.945000	2.000000E-10	-2.900000E-10	2.078400E-10
0.952000	2.200000E-10	-3.600000E-10	1.450300E-10
0.959000	2.600000E-10	-4.000000E-10	7.852000E-11
0.966000	3.200000E-10	-4.600000E-10	2.355200E-10
0.973000	4.600000E-10	-5.600000E-10	1.514300E-10
0.980000	5.300000E-10	-6.300000E-10	1.356100E-10
0.987000	6.500000E-10	-7.500000E-10	2.339500E-10
0.994000	7.700000E-10	-8.900000E-10	1.523100E-10
1.001000	9.600000E-10	-1.040000E-9	1.678700E-10
1.008000	1.130000E-9	-1.250000E-9	2.229200E-10
1.015000	1.370000E-9	-1.470000E-9	1.527300E-10
1.022000	1.660000E-9	-1.820000E-9	1.846700E-10
1.029000	1.940000E-9	-1.980000E-9	1.608100E-10
1.036000	2.320000E-9	-2.400000E-9	8.604000E-11
1.043000	2.750000E-9	-2.850000E-9	1.895900E-10
1.050000	3.250000E-9	-3.360000E-9	1.723600E-10
1.057000	3.800000E-9	-3.870000E-9	7.275000E-11
1.064000	4.390000E-9	-4.500000E-9	2.069600E-10
1.071000	5.320000E-9	-5.380000E-9	1.784300E-10
1.078000	6.030000E-9	-6.170000E-9	8.655000E-11
1.085000	7.000000E-9	-7.190000E-9	2.144200E-10
1.092000	8.140000E-9	-8.160000E-9	1.826300E-10
1.099000	9.470000E-9	-9.540000E-9	9.951000E-11
1.106000	1.080000E-8	-1.050000E-8	2.211000E-10
1.113000	1.265000E-8	-1.271000E-8	1.857100E-10
1.120000	1.421000E-8	-1.436000E-8	9.873000E-11
1.127000	1.641000E-8	-1.655000E-8	2.321100E-10
1.134000	1.897000E-8	-1.885000E-8	1.993300E-10
1.141000	2.143000E-8	-2.159000E-8	1.021300E-10
1.148000	2.416000E-8	-2.425000E-8	2.381100E-10
1.155000	2.724000E-8	-2.706000E-8	2.149200E-10
1.162000	3.101000E-8	-3.107000E-8	1.209400E-10
1.169000	3.485000E-8	-3.496000E-8	2.448000E-10
1.176000	3.769000E-8	-3.786000E-8	2.303000E-10
1.183000	4.288000E-8	-4.260000E-8	1.285700E-10
1.190000	4.717000E-8	-4.773000E-8	2.442500E-10
1.197000	5.307000E-8	-5.221000E-8	2.350600E-10
1.204000	5.799000E-8	-5.759000E-8	1.177600E-10
1.211000	6.328000E-8	-6.427000E-8	2.466100E-10
1.218000	6.897000E-8	-6.869000E-8	2.202500E-10
1.225000	7.614000E-8	-7.657000E-8	1.250100E-10
1.232000	8.279000E-8	-8.254000E-8	2.468200E-10
1.239000	9.006000E-8	-9.037000E-8	2.276000E-10
1.246000	9.702000E-8	-9.713000E-8	1.186200E-10
1.253000	1.055200E-7	-1.051300E-7	2.452400E-10
1.260000	1.141200E-7	-1.143500E-7	2.292300E-10
1.267000	1.218700E-7	-1.225600E-7	1.259700E-10
1.274000	1.303100E-7	-1.306500E-7	2.091400E-10
1.281000	1.385400E-7	-1.386500E-7	2.794300E-10
1.288000	1.482800E-7	-1.485500E-7	2.060800E-10
1.295000	1.570800E-7	-1.564200E-7	2.055100E-10
1.302000	1.654300E-7	-1.654200E-7	2.731500E-10
1.309000	1.717800E-7	-1.727100E-7	2.060600E-10
1.316000	1.841000E-7	-1.837100E-7	1.955100E-10
1.323000	1.943600E-7	-1.939000E-7	2.807600E-10
1.330000	2.022200E-7	-2.022800E-7	2.012800E-10
1.337000	2.116800E-7	-2.115300E-7	2.211900E-10
1.344000	2.186600E-7	-2.188100E-7	2.131400E-10
1.351000	2.305700E-7	-2.306700E-7	1.095300E-10
1.358000	2.391000E-7	-2.380700E-7	2.145600E-10
1.365000	2.481300E-7	-2.492300E-7	2.085000E-10
1.372000	2.557000E-7	-2.558800E-7	1.142200E-10
1.379000	2.654600E-7	-2.658800E-7	1.968000E-10
1.386000	2.745900E-7	-2.759100E-7	2.811100E-10
1.393000	2.838900E-7	-2.835500E-7	1.950700E-10
1.400000	2.922300E-7	-2.930500E-7	2.271400E-10
