Multi-channel current sampling measurement data file. Number of NWFETs measured:  5

Channel settings:
SMU1 (Id sampling channel): 	Voltage: 0.250V
SMU2 (Is sampling channel): 	Voltage: 0.000V
SMU3 (Vd biasing channel): 	Voltage: 0.250V
SMU4 (gate channel): 	Voltage: 1.150V

Measurement comments:



Time (s) [NW12]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW13]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW14]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW15]	SMU1	SMU2	SMU3	SMU4	Time (s) [NW22]	SMU1	SMU2	SMU3	SMU4	

2700.107000	2.701250E-8	-2.724300E-8	-5.000000E-13	1.944585E-9	2701.978000	3.211600E-8	-3.164600E-8	-5.000000E-13	1.937655E-9	2703.839000	3.790350E-8	-3.789000E-8	-1.000000E-12	1.929500E-9	2705.703000	3.540350E-8	-3.498700E-8	-1.500000E-12	1.923780E-9	2707.567000	3.927100E-8	-3.911700E-8	-1.000000E-12	1.922400E-9
2709.475000	2.775850E-8	-2.746650E-8	-5.000000E-13	2.032770E-9	2711.350000	3.218400E-8	-3.203000E-8	-1.500000E-12	2.010155E-9	2713.213000	3.746000E-8	-3.707200E-8	-2.000000E-12	2.012890E-9	2715.090000	3.498700E-8	-3.470250E-8	5.000000E-13	2.023760E-9	2716.968000	3.903950E-8	-3.907300E-8	-3.000000E-12	1.931630E-9
2718.888000	2.778050E-8	-2.778950E-8	5.000000E-13	1.933935E-9	2720.751000	3.215100E-8	-3.129200E-8	-5.000000E-13	1.914495E-9	2722.613000	3.751550E-8	-3.701800E-8	5.000000E-13	1.929945E-9	2724.486000	3.602800E-8	-3.560050E-8	5.000000E-13	1.897410E-9	2726.350000	3.967200E-8	-3.948500E-8	-5.000000E-13	1.917495E-9
2728.248000	2.856300E-8	-2.838850E-8	-1.000000E-12	1.919500E-9	2730.119000	3.159400E-8	-3.132100E-8	-1.000000E-12	1.912930E-9	2731.999000	3.802100E-8	-3.761550E-8	-1.000000E-12	1.956620E-9	2733.861000	3.548300E-8	-3.531800E-8	-1.000000E-12	2.007855E-9	2735.740000	4.001150E-8	-3.944450E-8	5.000000E-13	1.948970E-9
2737.650000	2.795550E-8	-2.779650E-8	-1.500000E-12	1.938785E-9	2739.511000	3.154300E-8	-3.113250E-8	-5.000000E-13	1.976605E-9	2741.381000	3.866000E-8	-3.813550E-8	-1.000000E-12	1.938520E-9	2743.243000	3.585350E-8	-3.550050E-8	0.000000	1.919965E-9	2745.090000	4.006900E-8	-3.924750E-8	-5.000000E-13	1.956260E-9
2746.985000	2.756700E-8	-2.789100E-8	-2.000000E-12	1.925045E-9	2748.864000	3.215850E-8	-3.193200E-8	-1.000000E-12	1.924770E-9	2750.729000	3.876850E-8	-3.819200E-8	0.000000	1.931680E-9	2752.574000	3.583400E-8	-3.579550E-8	-1.000000E-12	1.901915E-9	2754.454000	3.978450E-8	-3.960450E-8	-1.000000E-12	1.895220E-9
2756.357000	2.784000E-8	-2.738350E-8	5.000000E-13	2.045160E-9	2758.213000	3.190800E-8	-3.133200E-8	-1.500000E-12	2.014325E-9	2760.077000	3.822900E-8	-3.790600E-8	-1.000000E-12	2.009895E-9	2761.957000	3.573850E-8	-3.549150E-8	5.000000E-13	2.002990E-9	2763.820000	4.068700E-8	-4.043300E-8	-2.000000E-12	1.982015E-9
2765.733000	2.771400E-8	-2.776400E-8	-1.000000E-12	1.981825E-9	2767.614000	3.211900E-8	-3.157950E-8	-1.000000E-12	2.046100E-9	2769.491000	3.860950E-8	-3.820400E-8	5.000000E-13	2.009505E-9	2771.354000	3.585700E-8	-3.575300E-8	-4.000000E-12	1.994140E-9	2773.234000	4.059900E-8	-3.993300E-8	-5.000000E-13	1.969770E-9
2775.127000	2.817900E-8	-2.826100E-8	-5.000000E-13	2.071970E-9	2776.983000	3.207300E-8	-3.202100E-8	-1.000000E-12	2.034900E-9	2778.844000	3.822100E-8	-3.772200E-8	-1.000000E-12	2.025445E-9	2780.702000	3.584800E-8	-3.559450E-8	0.000000	2.010995E-9	2782.548000	3.979950E-8	-3.986350E-8	-5.000000E-13	1.916790E-9
2784.448000	2.789150E-8	-2.817300E-8	-5.000000E-13	1.966695E-9	2786.317000	3.234900E-8	-3.236200E-8	-1.000000E-12	1.920970E-9	2788.198000	3.804200E-8	-3.794500E-8	5.000000E-13	1.930740E-9	2790.061000	3.674100E-8	-3.651350E-8	1.000000E-12	1.953870E-9	2791.923000	4.071050E-8	-4.039600E-8	5.000000E-13	1.907865E-9
2793.820000	2.823650E-8	-2.784400E-8	-1.500000E-12	2.036805E-9	2795.683000	3.251950E-8	-3.217350E-8	0.000000	2.019900E-9	2797.532000	3.878150E-8	-3.843050E-8	1.000000E-12	2.051870E-9	2799.392000	3.686650E-8	-3.666250E-8	-1.500000E-12	2.005270E-9	2801.270000	4.127700E-8	-4.121400E-8	5.000000E-13	1.933420E-9
2803.164000	2.825200E-8	-2.808450E-8	-1.500000E-12	2.029585E-9	2805.039000	3.232450E-8	-3.219500E-8	-1.500000E-12	1.964730E-9	2806.902000	3.851750E-8	-3.847400E-8	0.000000	1.914650E-9	2808.780000	3.675100E-8	-3.645450E-8	-3.000000E-12	2.027895E-9	2810.657000	4.063250E-8	-4.067900E-8	-5.000000E-13	2.005530E-9
2812.558000	2.774500E-8	-2.825450E-8	-1.000000E-12	1.914040E-9	2814.421000	3.311850E-8	-3.244450E-8	-1.000000E-12	1.929790E-9	2816.300000	3.960900E-8	-3.888500E-8	5.000000E-13	1.947605E-9	2818.168000	3.679500E-8	-3.670750E-8	-5.000000E-13	1.910560E-9	2820.034000	4.100050E-8	-4.060650E-8	-1.500000E-12	2.028185E-9
2821.923000	2.859400E-8	-2.855850E-8	0.000000	1.933745E-9	2823.769000	3.325550E-8	-3.311300E-8	5.000000E-13	1.922945E-9	2825.631000	3.972250E-8	-3.912200E-8	-5.000000E-13	2.033615E-9	2827.490000	3.722600E-8	-3.671750E-8	-2.000000E-12	1.875265E-9	2829.381000	4.147550E-8	-4.087350E-8	-2.500000E-12	1.924965E-9
2831.303000	2.830000E-8	-2.820500E-8	0.000000	2.003795E-9	2833.150000	3.250450E-8	-3.260950E-8	-5.000000E-13	1.983690E-9	2835.010000	3.987600E-8	-3.936450E-8	0.000000	1.977055E-9	2836.856000	3.703350E-8	-3.700800E-8	5.000000E-13	1.984950E-9	2838.718000	4.159850E-8	-4.146450E-8	-1.000000E-12	1.944105E-9
2840.599000	2.945800E-8	-2.921300E-8	-1.500000E-12	1.942855E-9	2842.464000	3.379300E-8	-3.348050E-8	-1.500000E-12	1.949545E-9	2844.327000	3.911050E-8	-3.881700E-8	-1.000000E-12	1.935650E-9	2846.192000	3.773150E-8	-3.788050E-8	-1.500000E-12	1.948760E-9	2848.055000	4.139950E-8	-4.144100E-8	-5.000000E-13	1.922285E-9
2849.949000	2.938600E-8	-2.908800E-8	1.000000E-12	1.954795E-9	2851.830000	3.410950E-8	-3.378200E-8	-2.000000E-12	2.033505E-9	2853.709000	3.927700E-8	-3.917100E-8	-1.000000E-12	1.991115E-9	2855.573000	3.770050E-8	-3.785400E-8	0.000000	1.928035E-9	2857.428000	4.177050E-8	-4.230750E-8	-5.000000E-13	1.926370E-9
2859.323000	2.937200E-8	-2.852550E-8	-5.000000E-13	2.035865E-9	2861.187000	3.397550E-8	-3.371750E-8	5.000000E-13	2.009285E-9	2863.048000	3.983250E-8	-3.928450E-8	0.000000	2.006975E-9	2864.897000	3.748250E-8	-3.712200E-8	-2.000000E-12	2.051060E-9	2866.771000	4.197650E-8	-4.187550E-8	-3.000000E-12	2.019465E-9
2868.683000	2.922300E-8	-2.918900E-8	-1.500000E-12	2.062935E-9	2870.542000	3.411900E-8	-3.366800E-8	5.000000E-13	2.030965E-9	2872.406000	4.010700E-8	-4.016100E-8	-1.000000E-12	2.041735E-9	2874.283000	3.794950E-8	-3.785150E-8	-1.000000E-12	1.963965E-9	2876.148000	4.233650E-8	-4.215350E-8	1.000000E-12	1.967320E-9
2878.058000	2.863800E-8	-2.815250E-8	-1.500000E-12	2.064690E-9	2879.923000	3.360150E-8	-3.322300E-8	-5.000000E-13	2.047110E-9	2881.788000	3.960250E-8	-3.908700E-8	-1.500000E-12	2.035935E-9	2883.667000	3.740550E-8	-3.717900E-8	0.000000	2.021040E-9	2885.514000	4.262850E-8	-4.230450E-8	-1.000000E-12	2.035700E-9
2887.418000	2.847950E-8	-2.799050E-8	-5.000000E-13	2.047265E-9	2889.282000	3.283800E-8	-3.246050E-8	5.000000E-13	2.042700E-9	2891.163000	4.007850E-8	-3.939100E-8	-2.000000E-12	2.021755E-9	2893.041000	3.802000E-8	-3.764550E-8	0.000000	1.950000E-9	2894.921000	4.205400E-8	-4.157100E-8	-2.500000E-12	1.966755E-9
2896.831000	2.898600E-8	-2.881100E-8	-1.000000E-12	1.963480E-9	2898.696000	3.295650E-8	-3.273450E-8	-5.000000E-13	2.003330E-9	2900.560000	3.958000E-8	-3.953400E-8	-2.000000E-12	2.071865E-9	2902.439000	3.788700E-8	-3.782050E-8	-2.000000E-12	1.967205E-9	2904.319000	4.216450E-8	-4.190050E-8	-1.000000E-12	1.987225E-9
2906.216000	2.933900E-8	-2.911150E-8	-1.500000E-12	1.975320E-9	2908.096000	3.424350E-8	-3.384150E-8	-5.000000E-13	2.028785E-9	2909.956000	3.966250E-8	-3.953100E-8	-5.000000E-13	1.984920E-9	2911.840000	3.760550E-8	-3.780400E-8	-4.000000E-12	2.055940E-9	2913.717000	4.325550E-8	-4.281550E-8	-2.500000E-12	1.963535E-9
2915.636000	3.007600E-8	-2.955400E-8	-1.500000E-12	2.017200E-9	2917.517000	3.398350E-8	-3.376350E-8	-1.000000E-12	1.983820E-9	2919.379000	3.988800E-8	-3.973100E-8	-1.500000E-12	1.950080E-9	2921.243000	3.724600E-8	-3.686650E-8	-1.000000E-12	1.984705E-9	2923.106000	4.258200E-8	-4.262300E-8	5.000000E-13	1.991245E-9
2925.006000	2.898650E-8	-2.871450E-8	-5.000000E-13	1.947410E-9	2926.869000	3.411700E-8	-3.401100E-8	-2.000000E-12	1.934465E-9	2928.752000	3.991250E-8	-3.992050E-8	-1.000000E-12	1.950325E-9	2930.615000	3.868650E-8	-3.846600E-8	-1.500000E-12	1.962745E-9	2932.478000	4.320450E-8	-4.252350E-8	-1.000000E-12	1.943245E-9
2934.388000	2.967000E-8	-2.940950E-8	-5.000000E-13	2.044970E-9	2936.253000	3.317150E-8	-3.315600E-8	5.000000E-13	2.040380E-9	2938.116000	3.986050E-8	-3.984050E-8	-1.500000E-12	2.038410E-9	2939.997000	3.858050E-8	-3.807700E-8	-5.000000E-13	2.049235E-9	2941.860000	4.243700E-8	-4.195400E-8	-1.000000E-12	2.022170E-9
2943.755000	2.990950E-8	-2.961200E-8	0.000000	2.011950E-9	2945.602000	3.359050E-8	-3.333400E-8	-1.000000E-12	2.042200E-9	2947.464000	4.016350E-8	-3.959400E-8	-1.500000E-12	2.040285E-9	2949.326000	3.877750E-8	-3.876100E-8	-1.000000E-12	2.030320E-9	2951.203000	4.303100E-8	-4.311700E-8	-5.000000E-13	2.011675E-9
2953.102000	3.038750E-8	-3.001200E-8	0.000000	2.039505E-9	2954.982000	3.391900E-8	-3.316000E-8	0.000000	1.995255E-9	2956.827000	3.991450E-8	-3.972050E-8	-1.500000E-12	2.035300E-9	2958.691000	3.904800E-8	-3.871200E-8	5.000000E-13	2.087810E-9	2960.566000	4.294400E-8	-4.253950E-8	-1.000000E-12	2.039355E-9
2962.465000	2.998800E-8	-2.965400E-8	0.000000	2.022885E-9	2964.312000	3.406000E-8	-3.398900E-8	-2.000000E-12	1.947415E-9	2966.182000	4.078200E-8	-3.967200E-8	0.000000	1.935500E-9	2968.063000	3.895950E-8	-3.829400E-8	-1.000000E-12	1.955280E-9	2969.930000	4.271900E-8	-4.248500E-8	5.000000E-13	1.943395E-9
2971.832000	2.993950E-8	-2.994400E-8	-1.500000E-12	2.041275E-9	2973.696000	3.446000E-8	-3.426700E-8	-5.000000E-13	2.024405E-9	2975.568000	4.073800E-8	-4.048250E-8	-5.000000E-13	1.947145E-9	2977.430000	3.898000E-8	-3.863850E-8	1.000000E-12	1.951745E-9	2979.310000	4.360400E-8	-4.338000E-8	0.000000	1.931850E-9
2981.190000	3.008000E-8	-3.013000E-8	-1.000000E-12	1.957720E-9	2983.052000	3.455900E-8	-3.406150E-8	-1.500000E-12	1.931630E-9	2984.933000	4.024700E-8	-3.980200E-8	-5.000000E-13	1.953090E-9	2986.797000	3.885300E-8	-3.870750E-8	-1.000000E-12	1.948905E-9	2988.660000	4.316100E-8	-4.247550E-8	-5.000000E-13	1.998020E-9
2990.563000	2.899500E-8	-2.892950E-8	-1.000000E-12	2.028010E-9	2992.429000	3.483700E-8	-3.433400E-8	-1.000000E-12	2.033265E-9	2994.307000	4.080000E-8	-4.019350E-8	0.000000	2.030370E-9	2996.156000	3.908350E-8	-3.887350E-8	0.000000	2.042615E-9	2997.997000	4.397950E-8	-4.398800E-8	-2.500000E-12	1.935555E-9
2999.911000	2.991750E-8	-3.020100E-8	-5.000000E-13	2.003270E-9	3001.790000	3.518200E-8	-3.463450E-8	-1.500000E-12	1.938170E-9	3003.671000	4.014250E-8	-3.984900E-8	-1.500000E-12	1.953905E-9	3005.535000	3.952150E-8	-3.896850E-8	-2.500000E-12	1.969075E-9	3007.415000	4.376700E-8	-4.324450E-8	-2.000000E-12	1.939920E-9
3009.328000	3.015000E-8	-2.997800E-8	5.000000E-13	2.036620E-9	3011.186000	3.607950E-8	-3.569250E-8	-1.000000E-12	2.010365E-9	3013.066000	4.074050E-8	-4.073950E-8	-1.500000E-12	2.022240E-9	3014.929000	3.929750E-8	-3.925150E-8	-5.000000E-13	1.944090E-9	3016.797000	4.398100E-8	-4.351450E-8	-1.000000E-12	1.928110E-9
3018.694000	2.980250E-8	-2.969700E-8	-5.000000E-13	1.939195E-9	3020.573000	3.590000E-8	-3.543550E-8	-5.000000E-13	2.058710E-9	3022.447000	4.126300E-8	-4.099750E-8	-1.000000E-12	1.928600E-9	3024.319000	3.970650E-8	-3.922950E-8	-1.000000E-12	1.922780E-9	3026.182000	4.364400E-8	-4.290750E-8	0.000000	1.988515E-9
3028.065000	3.028900E-8	-2.983000E-8	-5.000000E-13	2.013745E-9	3029.930000	3.473000E-8	-3.458100E-8	1.000000E-12	2.012070E-9	3031.804000	4.110300E-8	-4.082350E-8	0.000000	1.900160E-9	3033.659000	3.948150E-8	-3.938950E-8	0.000000	1.970525E-9	3035.538000	4.442550E-8	-4.428150E-8	0.000000	1.932635E-9
3037.409000	3.044300E-8	-3.014300E-8	0.000000	2.036315E-9	3039.253000	3.544450E-8	-3.535750E-8	5.000000E-13	1.940255E-9	3041.114000	4.088350E-8	-4.023600E-8	-5.000000E-13	1.931485E-9	3042.976000	3.995400E-8	-3.969200E-8	-5.000000E-13	1.909195E-9	3044.837000	4.427750E-8	-4.388800E-8	-2.000000E-12	1.894680E-9
3046.747000	3.045400E-8	-3.061450E-8	-1.000000E-12	2.015100E-9	3048.626000	3.586750E-8	-3.586650E-8	-2.000000E-12	1.943435E-9	3050.506000	4.163650E-8	-4.113900E-8	-1.000000E-12	1.942150E-9	3052.373000	3.993050E-8	-3.979800E-8	-1.500000E-12	1.932585E-9	3054.247000	4.422150E-8	-4.390600E-8	-2.500000E-12	1.907945E-9
3056.159000	3.006850E-8	-2.989000E-8	0.000000	2.029060E-9	3058.007000	3.613000E-8	-3.590000E-8	-5.000000E-13	2.036225E-9	3059.868000	4.186650E-8	-4.114950E-8	0.000000	2.046140E-9	3061.744000	4.037800E-8	-4.014700E-8	-1.500000E-12	2.013065E-9	3063.626000	4.490500E-8	-4.440300E-8	0.000000	1.960990E-9
3065.514000	3.093150E-8	-3.043750E-8	5.000000E-13	2.060905E-9	3067.373000	3.600300E-8	-3.592750E-8	-1.500000E-12	1.967455E-9	3069.259000	4.197700E-8	-4.145350E-8	-1.500000E-12	1.974600E-9	3071.122000	4.007000E-8	-3.929950E-8	-5.000000E-13	1.938440E-9	3073.002000	4.463000E-8	-4.481450E-8	5.000000E-13	1.979490E-9
3074.901000	3.104850E-8	-3.085850E-8	-5.000000E-13	1.991370E-9	3076.764000	3.570700E-8	-3.526050E-8	-5.000000E-13	1.963020E-9	3078.627000	4.198750E-8	-4.164300E-8	0.000000	1.985030E-9	3080.473000	4.007900E-8	-3.976400E-8	-1.000000E-12	2.037055E-9	3082.341000	4.476450E-8	-4.428750E-8	0.000000	1.929970E-9
3084.258000	3.002000E-8	-2.944900E-8	-2.000000E-12	2.052015E-9	3086.135000	3.567550E-8	-3.532750E-8	5.000000E-13	2.029295E-9	3087.998000	4.228950E-8	-4.184750E-8	-1.500000E-12	2.017195E-9	3089.862000	3.944400E-8	-3.953750E-8	-5.000000E-13	2.046640E-9	3091.722000	4.456400E-8	-4.465550E-8	-1.000000E-12	1.959900E-9
3093.636000	3.014700E-8	-3.012100E-8	-1.000000E-12	2.011450E-9	3095.498000	3.595000E-8	-3.569600E-8	-1.500000E-12	1.944325E-9	3097.387000	4.209350E-8	-4.193600E-8	-1.500000E-12	2.027520E-9	3099.261000	4.002200E-8	-3.945400E-8	-1.500000E-12	2.038615E-9	3101.126000	4.399800E-8	-4.428350E-8	-2.000000E-12	1.981200E-9
3103.026000	3.098200E-8	-3.061250E-8	-5.000000E-13	1.987280E-9	3104.895000	3.652600E-8	-3.634800E-8	-1.500000E-12	1.967890E-9	3106.776000	4.205450E-8	-4.161900E-8	-1.000000E-12	1.972355E-9	3108.656000	3.968850E-8	-3.944050E-8	0.000000	1.954655E-9	3110.504000	4.491850E-8	-4.433700E-8	-1.500000E-12	2.011395E-9
3112.419000	3.073300E-8	-3.063100E-8	5.000000E-13	1.982210E-9	3114.282000	3.586200E-8	-3.605400E-8	5.000000E-13	2.023800E-9	3116.145000	4.205050E-8	-4.170150E-8	-5.000000E-13	1.958760E-9	3118.014000	4.047700E-8	-4.006550E-8	-1.000000E-12	1.930635E-9	3119.878000	4.468600E-8	-4.450650E-8	-2.000000E-12	2.001180E-9
3121.793000	3.142200E-8	-3.151100E-8	0.000000	1.961925E-9	3123.639000	3.614950E-8	-3.626650E-8	-1.000000E-12	2.021910E-9	3125.516000	4.201050E-8	-4.185500E-8	0.000000	2.030145E-9	3127.362000	3.996200E-8	-3.965100E-8	-5.000000E-13	1.955535E-9	3129.224000	4.488500E-8	-4.385200E-8	5.000000E-13	1.947140E-9
3131.118000	3.106300E-8	-3.107050E-8	-1.000000E-12	1.976960E-9	3132.986000	3.670100E-8	-3.632550E-8	-5.000000E-13	1.930495E-9	3134.866000	4.240950E-8	-4.244800E-8	-5.000000E-13	1.944935E-9	3136.730000	4.057350E-8	-4.031250E-8	-2.000000E-12	1.937600E-9	3138.614000	4.521000E-8	-4.506600E-8	0.000000	1.943440E-9
3140.502000	3.150600E-8	-3.153500E-8	-5.000000E-13	2.028965E-9	3142.383000	3.686750E-8	-3.667050E-8	5.000000E-13	2.030205E-9	3144.247000	4.285500E-8	-4.230600E-8	-2.000000E-12	2.004710E-9	3146.125000	4.097000E-8	-4.058700E-8	-5.000000E-13	2.007940E-9	3147.989000	4.541050E-8	-4.496800E-8	-5.000000E-13	2.046900E-9
3149.878000	3.167850E-8	-3.168650E-8	-5.000000E-13	1.957500E-9	3151.740000	3.669300E-8	-3.650050E-8	0.000000	1.986090E-9	3153.618000	4.249800E-8	-4.181400E-8	-1.500000E-12	1.956565E-9	3155.498000	4.042250E-8	-3.970150E-8	-2.500000E-12	1.986525E-9	3157.378000	4.556900E-8	-4.465600E-8	-1.500000E-12	1.995300E-9
3159.272000	3.151750E-8	-3.121050E-8	-5.000000E-13	2.015475E-9	3161.146000	3.680100E-8	-3.617750E-8	0.000000	1.989760E-9	3162.992000	4.233850E-8	-4.236900E-8	-1.500000E-12	2.053495E-9	3164.853000	4.075600E-8	-4.060000E-8	-2.500000E-12	1.974150E-9	3166.737000	4.589000E-8	-4.494150E-8	-2.500000E-12	1.947720E-9
3168.659000	3.211750E-8	-3.166900E-8	-2.000000E-12	2.013960E-9	3170.538000	3.731900E-8	-3.703600E-8	-5.000000E-13	1.993185E-9	3172.400000	4.367600E-8	-4.325350E-8	0.000000	1.961780E-9	3174.247000	4.078200E-8	-4.023850E-8	-1.000000E-12	1.979130E-9	3176.109000	4.626350E-8	-4.643600E-8	-1.000000E-12	2.022340E-9
3178.024000	3.221100E-8	-3.221350E-8	-1.000000E-12	1.961340E-9	3179.906000	3.704650E-8	-3.708250E-8	-5.000000E-13	1.949490E-9	3181.784000	4.318200E-8	-4.298700E-8	-1.500000E-12	1.944590E-9	3183.667000	4.078000E-8	-3.998950E-8	5.000000E-13	1.953420E-9	3185.528000	4.582850E-8	-4.575900E-8	0.000000	1.958825E-9
3187.408000	3.242450E-8	-3.231000E-8	-1.500000E-12	2.019360E-9	3189.272000	3.736050E-8	-3.714900E-8	-1.500000E-12	2.029195E-9	3191.138000	4.322150E-8	-4.288300E-8	0.000000	2.042800E-9	3193.011000	4.079100E-8	-4.004400E-8	-5.000000E-13	2.034105E-9	3194.876000	4.582700E-8	-4.598750E-8	1.000000E-12	2.033615E-9
3196.771000	3.100950E-8	-3.117400E-8	-1.500000E-12	1.986355E-9	3198.638000	3.799050E-8	-3.736100E-8	-1.500000E-12	1.930490E-9	3200.502000	4.351900E-8	-4.331350E-8	-1.500000E-12	2.041420E-9	3202.379000	4.043000E-8	-4.031600E-8	-5.000000E-13	2.001675E-9	3204.240000	4.560850E-8	-4.532850E-8	0.000000	1.957095E-9
3206.127000	3.161650E-8	-3.127000E-8	-1.000000E-12	1.981575E-9	3208.006000	3.811150E-8	-3.760500E-8	-1.000000E-12	1.932995E-9	3209.871000	4.258050E-8	-4.247500E-8	-1.500000E-12	1.943020E-9	3211.750000	4.171250E-8	-4.153750E-8	0.000000	1.975320E-9	3213.597000	4.585150E-8	-4.511000E-8	5.000000E-13	2.034165E-9
3215.488000	3.286700E-8	-3.243000E-8	-2.000000E-12	2.012990E-9	3217.368000	3.888200E-8	-3.805000E-8	1.500000E-12	2.046400E-9	3219.249000	4.224400E-8	-4.210100E-8	-5.000000E-13	2.018170E-9	3221.110000	4.175050E-8	-4.099500E-8	5.000000E-13	1.944480E-9	3222.998000	4.590650E-8	-4.531950E-8	-5.000000E-13	1.936620E-9
3224.894000	3.208100E-8	-3.236750E-8	-1.000000E-12	1.959660E-9	3226.758000	3.790500E-8	-3.765900E-8	-5.000000E-13	1.975255E-9	3228.621000	4.238300E-8	-4.218000E-8	-5.000000E-13	2.037900E-9	3230.487000	4.226500E-8	-4.206750E-8	-1.000000E-12	1.955050E-9	3232.368000	4.684700E-8	-4.619400E-8	5.000000E-13	1.956460E-9
3234.259000	3.255000E-8	-3.208700E-8	-5.000000E-13	2.025900E-9	3236.120000	3.763400E-8	-3.725000E-8	-1.500000E-12	1.983720E-9	3238.007000	4.256400E-8	-4.234200E-8	-1.000000E-12	1.948370E-9	3239.886000	4.157600E-8	-4.142350E-8	-1.000000E-12	1.967820E-9	3241.766000	4.637750E-8	-4.617050E-8	0.000000	1.931755E-9
3243.643000	3.254000E-8	-3.231250E-8	-5.000000E-13	1.973190E-9	3245.508000	3.770250E-8	-3.726750E-8	-1.500000E-12	1.928865E-9	3247.372000	4.223400E-8	-4.177150E-8	0.000000	1.980440E-9	3249.218000	4.128850E-8	-4.128900E-8	-1.000000E-12	2.011990E-9	3251.078000	4.701300E-8	-4.641200E-8	0.000000	1.943910E-9
3252.957000	3.287250E-8	-3.261700E-8	1.500000E-12	2.035365E-9	3254.830000	3.802650E-8	-3.756800E-8	-1.000000E-12	1.981730E-9	3256.717000	4.261350E-8	-4.211150E-8	-1.000000E-12	1.962900E-9	3258.579000	4.219150E-8	-4.131500E-8	-1.500000E-12	1.961275E-9	3260.459000	4.702300E-8	-4.704850E-8	-1.000000E-12	1.978700E-9
3262.368000	3.216850E-8	-3.230000E-8	-1.500000E-12	1.983920E-9	3264.233000	3.801400E-8	-3.788000E-8	-5.000000E-13	1.947340E-9	3266.113000	4.289700E-8	-4.245200E-8	-2.000000E-12	1.983570E-9	3267.995000	4.233750E-8	-4.179750E-8	-5.000000E-13	1.987195E-9	3269.857000	4.723150E-8	-4.695050E-8	-1.000000E-12	2.033570E-9
3271.755000	3.247150E-8	-3.211150E-8	5.000000E-13	2.042610E-9	3273.619000	3.941550E-8	-3.926400E-8	-1.500000E-12	2.053615E-9	3275.498000	4.265900E-8	-4.230550E-8	-2.000000E-12	1.997115E-9	3277.384000	4.241000E-8	-4.177100E-8	-1.500000E-12	1.977460E-9	3279.247000	4.753150E-8	-4.753000E-8	0.000000	1.992915E-9
3281.125000	3.348800E-8	-3.328200E-8	-2.500000E-12	1.970590E-9	3283.005000	3.858350E-8	-3.869300E-8	-1.500000E-12	1.954175E-9	3284.884000	4.369100E-8	-4.315550E-8	0.000000	1.963940E-9	3286.730000	4.273500E-8	-4.254600E-8	-5.000000E-13	2.037460E-9	3288.595000	4.635350E-8	-4.607300E-8	0.000000	1.973185E-9
3290.475000	3.276350E-8	-3.263950E-8	-5.000000E-13	1.966850E-9	3292.338000	3.944950E-8	-3.894550E-8	-1.000000E-12	1.936295E-9	3294.202000	4.384500E-8	-4.348350E-8	0.000000	1.996245E-9	3296.049000	4.373850E-8	-4.312200E-8	-1.500000E-12	2.026040E-9	3297.930000	4.629200E-8	-4.629450E-8	-5.000000E-13	1.975795E-9
3299.829000	3.353150E-8	-3.314200E-8	-1.500000E-12	1.989240E-9	3301.714000	3.910550E-8	-3.868950E-8	-2.000000E-12	1.994275E-9	3303.592000	4.444700E-8	-4.441600E-8	-1.000000E-12	1.978315E-9	3305.460000	4.369050E-8	-4.339500E-8	-5.000000E-13	1.949590E-9	3307.325000	4.845000E-8	-4.751750E-8	-1.000000E-12	1.972460E-9
3309.221000	3.265600E-8	-3.304450E-8	0.000000	1.899370E-9	3311.065000	3.974150E-8	-3.908750E-8	0.000000	1.946625E-9	3312.945000	4.480700E-8	-4.399600E-8	-5.000000E-13	1.975825E-9	3314.809000	4.356450E-8	-4.314050E-8	-5.000000E-13	1.965160E-9	3316.674000	4.835550E-8	-4.802050E-8	-1.000000E-12	1.963770E-9
3318.580000	3.315250E-8	-3.318200E-8	0.000000	1.985430E-9	3320.431000	3.962800E-8	-3.916300E-8	-1.500000E-12	1.963645E-9	3322.293000	4.468750E-8	-4.419450E-8	-1.000000E-12	2.008035E-9	3324.162000	4.322300E-8	-4.268150E-8	5.000000E-13	1.985530E-9	3326.026000	4.771300E-8	-4.685550E-8	5.000000E-13	1.954120E-9
3327.919000	3.406400E-8	-3.375650E-8	-1.500000E-12	1.990535E-9	3329.787000	3.928400E-8	-3.907300E-8	-1.000000E-12	1.968735E-9	3331.653000	4.420700E-8	-4.394950E-8	-5.000000E-13	2.024475E-9	3333.515000	4.371050E-8	-4.354400E-8	-2.000000E-12	2.049025E-9	3335.396000	4.724350E-8	-4.670350E-8	5.000000E-13	2.066090E-9
3337.294000	3.356300E-8	-3.335150E-8	1.000000E-12	2.048875E-9	3339.157000	3.861850E-8	-3.803250E-8	0.000000	1.949410E-9	3341.013000	4.513700E-8	-4.484200E-8	-1.000000E-12	1.950945E-9	3342.893000	4.454550E-8	-4.406800E-8	0.000000	1.962470E-9	3344.742000	4.841050E-8	-4.793100E-8	-3.000000E-12	2.030000E-9
